#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -7.636360e-01   -7.636360e-01    0.000000e+00
           2   -7.590720e-01   -7.613540e-01    1.613618e-03
           3   -7.610000e-01   -7.612360e-01    1.080051e-03
           4   -7.637360e-01   -7.618610e-01    9.742334e-04
           5   -7.621160e-01   -7.619120e-01    7.807205e-04
           6   -7.608800e-01   -7.617400e-01    6.692789e-04
           7   -7.636080e-01   -7.620069e-01    6.246071e-04
           8   -7.594120e-01   -7.616825e-01    6.251024e-04
           9   -7.596680e-01   -7.614587e-01    5.943716e-04
          10   -7.607400e-01   -7.613868e-01    5.392617e-04
          11   -7.623520e-01   -7.614745e-01    4.973254e-04
          12   -7.649960e-01   -7.617680e-01    5.355066e-04
          13   -7.620560e-01   -7.617902e-01    4.947718e-04
          14   -7.639160e-01   -7.619420e-01    4.821692e-04
          15   -7.600640e-01   -7.618168e-01    4.659959e-04
          16   -7.625360e-01   -7.618618e-01    4.390337e-04
          17   -7.602320e-01   -7.617659e-01    4.235458e-04
          18   -7.621640e-01   -7.617880e-01    4.005925e-04
          19   -7.613920e-01   -7.617672e-01    3.800505e-04
          20   -7.599760e-01   -7.616776e-01    3.714502e-04
          21   -7.631240e-01   -7.617465e-01    3.600911e-04
          22   -7.637240e-01   -7.618364e-01    3.547651e-04
          23   -7.608760e-01   -7.617946e-01    3.417889e-04
          24   -7.586920e-01   -7.616653e-01    3.511456e-04
          25   -7.643560e-01   -7.617730e-01    3.532088e-04
