#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -4.183680e-01   -4.183680e-01    0.000000e+00
           2   -4.152280e-01   -4.167980e-01    1.110158e-03
           3   -4.175680e-01   -4.170547e-01    7.692035e-04
           4   -4.171280e-01   -4.170730e-01    5.771211e-04
           5   -4.170600e-01   -4.170704e-01    4.617027e-04
           6   -4.176320e-01   -4.171640e-01    3.941258e-04
           7   -4.185280e-01   -4.173589e-01    3.829737e-04
           8   -4.174600e-01   -4.173715e-01    3.353106e-04
           9   -4.166720e-01   -4.172938e-01    3.069294e-04
          10   -4.171240e-01   -4.172768e-01    2.767056e-04
          11   -4.175080e-01   -4.172978e-01    2.523476e-04
          12   -4.196320e-01   -4.174923e-01    2.969704e-04
          13   -4.189720e-01   -4.176062e-01    2.951337e-04
          14   -4.164080e-01   -4.175206e-01    2.861924e-04
          15   -4.167160e-01   -4.174669e-01    2.720929e-04
          16   -4.169400e-01   -4.174340e-01    2.570725e-04
          17   -4.168600e-01   -4.174002e-01    2.441579e-04
          18   -4.153920e-01   -4.172887e-01    2.548125e-04
          19   -4.172360e-01   -4.172859e-01    2.414164e-04
          20   -4.158320e-01   -4.172132e-01    2.400410e-04
          21   -4.193760e-01   -4.173162e-01    2.497292e-04
          22   -4.166800e-01   -4.172873e-01    2.400464e-04
          23   -4.169560e-01   -4.172729e-01    2.300413e-04
          24   -4.174480e-01   -4.172802e-01    2.205719e-04
          25   -4.179160e-01   -4.173056e-01    2.132103e-04
