#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -5.189914e-01   -5.189914e-01    0.000000e+00
           2   -5.162953e-01   -5.176433e-01    9.532082e-04
           3   -5.179629e-01   -5.177498e-01    6.413963e-04
           4   -5.204178e-01   -5.184168e-01    7.517135e-04
           5   -5.161845e-01   -5.179704e-01    7.218801e-04
           6   -5.166763e-01   -5.177547e-01    6.329679e-04
           7   -5.198892e-01   -5.180596e-01    6.115986e-04
           8   -5.175942e-01   -5.180014e-01    5.379092e-04
           9   -5.181678e-01   -5.180199e-01    4.784588e-04
          10   -5.159085e-01   -5.178088e-01    4.749206e-04
          11   -5.172775e-01   -5.177605e-01    4.341952e-04
          12   -5.179608e-01   -5.177772e-01    3.983329e-04
          13   -5.177617e-01   -5.177760e-01    3.676937e-04
          14   -5.186924e-01   -5.178414e-01    3.472076e-04
          15   -5.180462e-01   -5.178551e-01    3.243285e-04
          16   -5.185398e-01   -5.178979e-01    3.068684e-04
          17   -5.189683e-01   -5.179608e-01    2.952068e-04
          18   -5.178708e-01   -5.179558e-01    2.788488e-04
          19   -5.192538e-01   -5.180242e-01    2.724125e-04
          20   -5.167372e-01   -5.179598e-01    2.662834e-04
          21   -5.184956e-01   -5.179853e-01    2.548226e-04
          22   -5.177976e-01   -5.179768e-01    2.433826e-04
          23   -5.159524e-01   -5.178888e-01    2.482057e-04
          24   -5.180037e-01   -5.178936e-01    2.379099e-04
          25   -5.165086e-01   -5.178382e-01    2.347549e-04
          26   -5.157801e-01   -5.177590e-01    2.386985e-04
          27   -5.156776e-01   -5.176819e-01    2.419856e-04
          28   -5.167242e-01   -5.176477e-01    2.357482e-04
          29   -5.176367e-01   -5.176473e-01    2.276193e-04
          30   -5.162381e-01   -5.176004e-01    2.248267e-04
