#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1    2.000000e+02    2.000000e+02    0.000000e+00
           2    2.000000e+02    2.000000e+02    0.000000e+00
           3    2.000000e+02    2.000000e+02    0.000000e+00
           4    2.000000e+02    2.000000e+02    0.000000e+00
           5    2.000000e+02    2.000000e+02    0.000000e+00
           6    2.000000e+02    2.000000e+02    0.000000e+00
           7    2.000000e+02    2.000000e+02    0.000000e+00
           8    1.998828e+02    1.999853e+02    1.370382e-02
           9    1.999992e+02    1.999869e+02    1.226747e-02
          10    2.000000e+02    1.999882e+02    1.111055e-02
          11    2.000000e+02    1.999893e+02    1.015214e-02
          12    2.000000e+02    1.999902e+02    9.345393e-03
          13    2.000000e+02    1.999909e+02    8.657065e-03
          14    2.000000e+02    1.999916e+02    8.062939e-03
          15    2.000000e+02    1.999921e+02    7.544959e-03
          16    2.000000e+02    1.999926e+02    7.089396e-03
          17    2.000000e+02    1.999931e+02    6.685629e-03
          18    2.000000e+02    1.999934e+02    6.325314e-03
          19    2.000000e+02    1.999938e+02    6.001803e-03
          20    2.000000e+02    1.999941e+02    5.709738e-03
          21    1.999992e+02    1.999943e+02    5.443039e-03
          22    2.000000e+02    1.999946e+02    5.201695e-03
          23    2.000000e+02    1.999948e+02    4.980828e-03
          24    2.000000e+02    1.999951e+02    4.777938e-03
          25    2.000000e+02    1.999952e+02    4.590919e-03
          26    2.000000e+02    1.999954e+02    4.417980e-03
          27    2.000000e+02    1.999956e+02    4.257589e-03
          28    2.000000e+02    1.999958e+02    4.108430e-03
          29    2.000000e+02    1.999959e+02    3.969363e-03
          30    2.000000e+02    1.999960e+02    3.839397e-03
