#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1   -7.002399e-12   -7.002399e-12    0.000000e+00
           2   -7.002399e-12   -7.002399e-12    0.000000e+00
           3   -7.002399e-12   -7.002399e-12    0.000000e+00
           4   -7.002399e-12   -7.002399e-12    0.000000e+00
           5   -7.002399e-12   -7.002399e-12    0.000000e+00
           6   -7.002399e-12   -7.002399e-12    0.000000e+00
           7   -7.002399e-12   -7.002399e-12    0.000000e+00
           8    2.015823e-04    2.519778e-05    2.357038e-05
           9    5.222644e-06    2.297832e-05    2.105568e-05
          10   -7.002399e-12    2.068049e-05    1.907508e-05
          11   -7.002399e-12    1.880045e-05    1.743339e-05
          12   -7.002399e-12    1.723374e-05    1.605085e-05
          13   -7.002399e-12    1.590807e-05    1.487081e-05
          14   -7.002399e-12    1.477178e-05    1.385196e-05
          15   -7.002399e-12    1.378699e-05    1.296345e-05
          16   -7.002399e-12    1.292530e-05    1.218184e-05
          17   -7.002399e-12    1.216499e-05    1.148896e-05
          18   -7.002399e-12    1.148916e-05    1.087055e-05
          19   -7.002399e-12    1.088447e-05    1.031522e-05
          20   -7.002399e-12    1.034024e-05    9.813804e-06
          21    5.222644e-06    1.009655e-05    9.349505e-06
          22   -7.002399e-12    9.637613e-06    8.935784e-06
          23   -7.002399e-12    9.218586e-06    8.557091e-06
          24   -7.002399e-12    8.834478e-06    8.209162e-06
          25   -7.002399e-12    8.481098e-06    7.888397e-06
          26   -7.002399e-12    8.154902e-06    7.591739e-06
          27   -7.002399e-12    7.852868e-06    7.316569e-06
          28   -7.002399e-12    7.572408e-06    7.060636e-06
          29   -7.002399e-12    7.311291e-06    6.821993e-06
          30   -7.002399e-12    7.067581e-06    6.598945e-06
