#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    5.851891e-03    5.851891e-03    0.000000e+00
           2    5.871795e-03    5.861843e-03    7.037046e-06
           3    5.786173e-03    5.836619e-03    2.112227e-05
           4    5.835015e-03    5.836218e-03    1.584551e-05
           5    5.787683e-03    5.826511e-03    1.536468e-05
           6    5.815394e-03    5.824658e-03    1.291515e-05
           7    5.901926e-03    5.835697e-03    1.506602e-05
           8    6.004573e-03    5.856806e-03    2.374229e-05
           9    5.880783e-03    5.859470e-03    2.125320e-05
          10    5.990098e-03    5.872533e-03    2.279139e-05
          11    5.842372e-03    5.869791e-03    2.088374e-05
          12    5.844838e-03    5.867712e-03    1.924667e-05
          13    6.103558e-03    5.885854e-03    2.488879e-05
          14    5.834758e-03    5.882204e-03    2.337709e-05
          15    5.747284e-03    5.873209e-03    2.348537e-05
          16    5.917104e-03    5.875953e-03    2.217719e-05
          17    5.799162e-03    5.871436e-03    2.132772e-05
          18    5.852300e-03    5.870373e-03    2.016932e-05
          19    5.781668e-03    5.865704e-03    1.964068e-05
          20    5.999120e-03    5.872375e-03    1.975904e-05
          21    5.919530e-03    5.874620e-03    1.894530e-05
          22    5.834368e-03    5.872791e-03    1.817229e-05
          23    5.940492e-03    5.875734e-03    1.761897e-05
          24    5.961247e-03    5.879297e-03    1.724136e-05
          25    5.884068e-03    5.879488e-03    1.655276e-05
