#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    8.401790e-03    8.401790e-03    0.000000e+00
           2    8.433428e-03    8.417609e-03    1.118555e-05
           3    8.352638e-03    8.395952e-03    1.919085e-05
           4    8.483507e-03    8.417841e-03    2.380116e-05
           5    8.358717e-03    8.406016e-03    2.178114e-05
           6    8.414771e-03    8.407475e-03    1.819976e-05
           7    8.289148e-03    8.390571e-03    2.209690e-05
           8    8.234577e-03    8.371072e-03    2.658064e-05
           9    8.648638e-03    8.401913e-03    3.746612e-05
          10    8.199316e-03    8.381653e-03    3.881254e-05
          11    8.437071e-03    8.386691e-03    3.560960e-05
          12    8.561095e-03    8.401225e-03    3.548427e-05
          13    8.132689e-03    8.380568e-03    3.829808e-05
          14    8.531535e-03    8.391351e-03    3.704952e-05
          15    8.439996e-03    8.394594e-03    3.472120e-05
          16    8.279825e-03    8.387421e-03    3.328382e-05
          17    8.494731e-03    8.393734e-03    3.191891e-05
          18    8.606469e-03    8.405552e-03    3.225956e-05
          19    8.349400e-03    8.402597e-03    3.069676e-05
          20    8.635978e-03    8.414266e-03    3.130137e-05
          21    8.218137e-03    8.404927e-03    3.117302e-05
          22    8.384894e-03    8.404016e-03    2.976936e-05
          23    8.686896e-03    8.416315e-03    3.091148e-05
          24    8.171642e-03    8.406120e-03    3.125946e-05
          25    8.512796e-03    8.410387e-03    3.029891e-05
