epoch loss val_loss acc val_acc
1 1.3371638059616089 0.6636072397232056 0.5998333096504211 0.8636999726295471
2 0.7195881009101868 0.45069536566734314 0.7953333258628845 0.8942999839782715
3 0.5767255425453186 0.3791525959968567 0.8348666429519653 0.9049000144004822
4 0.509117603302002 0.34070897102355957 0.8555999994277954 0.9106000065803528
5 0.46833908557891846 0.3158656358718872 0.8676166534423828 0.9164000153541565
6 0.44443726539611816 0.2993013858795166 0.8740166425704956 0.9204000234603882
7 0.41942518949508667 0.28395503759384155 0.8810833096504211 0.9232000112533569
8 0.4016866981983185 0.27254706621170044 0.8876833319664001 0.9251000285148621
9 0.38713338971138 0.26298946142196655 0.8906999826431274 0.9283000230789185
10 0.37305358052253723 0.25511690974235535 0.8943666815757751 0.9298999905586243
11 0.362930566072464 0.24766777455806732 0.8976333141326904 0.9327999949455261
12 0.35041704773902893 0.24094164371490479 0.9014333486557007 0.9341999888420105
13 0.344331294298172 0.23550228774547577 0.9040666818618774 0.9355999827384949
14 0.33608072996139526 0.22979003190994263 0.9048666954040527 0.9359999895095825
15 0.3234577476978302 0.2251894474029541 0.9104833602905273 0.9373000264167786
16 0.3177073895931244 0.22057536244392395 0.9112666845321655 0.9376999735832214
17 0.31241247057914734 0.21656125783920288 0.9123166799545288 0.9383000135421753
18 0.30813518166542053 0.21265791356563568 0.9132166504859924 0.939300000667572
19 0.30128002166748047 0.20920445024967194 0.9147666692733765 0.9402999877929688
20 0.29339173436164856 0.20563188195228577 0.91839998960495 0.9413999915122986
21 0.29101839661598206 0.20253513753414154 0.9185666441917419 0.9416999816894531
22 0.2876597046852112 0.19948609173297882 0.9199833273887634 0.9430000185966492
23 0.2813860774040222 0.19640031456947327 0.9208333492279053 0.9437000155448914
24 0.27723804116249084 0.19356803596019745 0.9225166440010071 0.9440000057220459
25 0.2718356251716614 0.19117528200149536 0.9246833324432373 0.9448000192642212
26 0.2703494429588318 0.1885339617729187 0.9249666929244995 0.9448999762535095
27 0.2659285068511963 0.1863299012184143 0.9263833165168762 0.9458000063896179
28 0.26194727420806885 0.18398018181324005 0.9270833134651184 0.9463000297546387
29 0.2597983777523041 0.18182724714279175 0.9275833368301392 0.9470000267028809
30 0.25616151094436646 0.17968370020389557 0.9292500019073486 0.9476000070571899
31 0.2544604241847992 0.17774006724357605 0.9286666512489319 0.948199987411499
32 0.24846050143241882 0.17579512298107147 0.9309333562850952 0.9483000040054321
33 0.2479330152273178 0.17359735071659088 0.9312833547592163 0.9488999843597412
34 0.2451893836259842 0.17168232798576355 0.931850016117096 0.9498000144958496
35 0.24304130673408508 0.1701488196849823 0.9327499866485596 0.9503999948501587
36 0.2393849939107895 0.168629989027977 0.933650016784668 0.9503999948501587
37 0.23786528408527374 0.16677863895893097 0.9325833320617676 0.9509999752044678
38 0.23672756552696228 0.1654936820268631 0.9342333078384399 0.951200008392334
39 0.2310323417186737 0.16397039592266083 0.9357166886329651 0.951200008392334
40 0.23054690659046173 0.16263210773468018 0.9356833100318909 0.951200008392334
41 0.22746498882770538 0.16122788190841675 0.9374333620071411 0.9520000219345093
42 0.22529394924640656 0.15987136960029602 0.9373666644096375 0.9521999955177307
43 0.223262757062912 0.15869936347007751 0.9373833537101746 0.9527000188827515
44 0.22040200233459473 0.15748168528079987 0.9379666447639465 0.9537000060081482
45 0.21881361305713654 0.15605390071868896 0.9387500286102295 0.9544000029563904
46 0.22038020193576813 0.15506678819656372 0.9394500255584717 0.954200029373169
47 0.21810682117938995 0.1536395251750946 0.939466655254364 0.9549000263214111
48 0.21530896425247192 0.15238672494888306 0.9399833083152771 0.955299973487854
49 0.21070051193237305 0.15140922367572784 0.9416833519935608 0.9556000232696533
50 0.2108123004436493 0.1502991020679474 0.9411666393280029 0.9556999802589417
