#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -4.630951e-01   -4.630951e-01    0.000000e+00
           2   -4.597264e-01   -4.614108e-01    1.190994e-03
           3   -4.635194e-01   -4.621136e-01    9.796887e-04
           4   -4.632781e-01   -4.624048e-01    7.768144e-04
           5   -4.644582e-01   -4.628154e-01    7.218932e-04
           6   -4.621998e-01   -4.627128e-01    6.088249e-04
           7   -4.623772e-01   -4.626649e-01    5.237341e-04
           8   -4.629512e-01   -4.627007e-01    4.594888e-04
           9   -4.632770e-01   -4.627647e-01    4.128718e-04
          10   -4.620649e-01   -4.626947e-01    3.774686e-04
          11   -4.617444e-01   -4.626083e-01    3.529009e-04
          12   -4.649731e-01   -4.628054e-01    3.744922e-04
          13   -4.652660e-01   -4.629947e-01    3.905994e-04
          14   -4.617710e-01   -4.629073e-01    3.723500e-04
          15   -4.617300e-01   -4.628288e-01    3.557028e-04
          16   -4.642108e-01   -4.629152e-01    3.437994e-04
          17   -4.621977e-01   -4.628730e-01    3.261562e-04
          18   -4.627332e-01   -4.628652e-01    3.081287e-04
          19   -4.637031e-01   -4.629093e-01    2.950502e-04
          20   -4.621557e-01   -4.628716e-01    2.826934e-04
          21   -4.627247e-01   -4.628646e-01    2.693183e-04
          22   -4.619536e-01   -4.628232e-01    2.602407e-04
          23   -4.626957e-01   -4.628177e-01    2.489850e-04
          24   -4.628975e-01   -4.628210e-01    2.386328e-04
          25   -4.633944e-01   -4.628439e-01    2.301870e-04
          26   -4.637823e-01   -4.628800e-01    2.241450e-04
          27   -4.609447e-01   -4.628083e-01    2.270154e-04
          28   -4.631335e-01   -4.628200e-01    2.192045e-04
          29   -4.643740e-01   -4.628735e-01    2.180976e-04
          30   -4.619431e-01   -4.628425e-01    2.130214e-04
