#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    3.115400e-02    3.115400e-02    0.000000e+00
           2    2.952200e-02    3.033800e-02    5.769991e-04
           3    2.957000e-02    3.008200e-02    4.377884e-04
           4    2.630400e-02    2.913750e-02    8.814013e-04
           5    2.270800e-02    2.785160e-02    1.349084e-03
           6    1.819200e-02    2.624167e-02    1.850355e-03
           7    2.566200e-02    2.615886e-02    1.587870e-03
           8    3.376200e-02    2.710925e-02    1.649465e-03
           9    3.384800e-02    2.785800e-02    1.627283e-03
          10    3.104600e-02    2.817680e-02    1.495457e-03
          11    2.142200e-02    2.756273e-02    1.480224e-03
          12    2.145400e-02    2.705367e-02    1.441752e-03
          13    3.410000e-02    2.759569e-02    1.429108e-03
          14    3.195200e-02    2.790686e-02    1.360482e-03
          15    2.129800e-02    2.746627e-02    1.339227e-03
          16    3.634200e-02    2.802100e-02    1.365591e-03
          17    2.728400e-02    2.797765e-02    1.285950e-03
          18    2.726200e-02    2.793789e-02    1.215123e-03
          19    2.455400e-02    2.775979e-02    1.164148e-03
          20    2.358600e-02    2.755110e-02    1.124490e-03
          21    2.163600e-02    2.726943e-02    1.105658e-03
          22    1.728000e-02    2.681536e-02    1.144847e-03
          23    3.078400e-02    2.698791e-02    1.107998e-03
          24    2.867600e-02    2.705825e-02    1.064062e-03
          25    2.531800e-02    2.698864e-02    1.023773e-03
          26    1.771400e-02    2.663192e-02    1.044697e-03
          27    3.383400e-02    2.689867e-02    1.039501e-03
          28    3.027600e-02    2.701929e-02    1.009349e-03
          29    2.430000e-02    2.692552e-02    9.788901e-04
          30    2.635600e-02    2.690653e-02    9.464445e-04
