#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    4.062946e-03    4.062946e-03    0.000000e+00
           2    4.027746e-03    4.045346e-03    1.244525e-05
           3    3.966714e-03    4.019135e-03    2.295279e-05
           4    3.902488e-03    3.989974e-03    3.056384e-05
           5    3.883809e-03    3.968741e-03    3.096003e-05
           6    3.988516e-03    3.972037e-03    2.597486e-05
           7    3.906841e-03    3.962723e-03    2.387562e-05
           8    4.008654e-03    3.968464e-03    2.157045e-05
           9    3.994761e-03    3.971386e-03    1.937062e-05
          10    3.988240e-03    3.973072e-03    1.750672e-05
          11    3.884747e-03    3.965042e-03    1.766086e-05
          12    3.950601e-03    3.963839e-03    1.623007e-05
          13    3.918651e-03    3.960363e-03    1.534931e-05
          14    3.894931e-03    3.955689e-03    1.494755e-05
          15    3.967095e-03    3.956449e-03    1.397037e-05
          16    3.990079e-03    3.958551e-03    1.325439e-05
          17    4.001135e-03    3.961056e-03    1.270922e-05
          18    4.050852e-03    3.966045e-03    1.294526e-05
          19    3.981289e-03    3.966847e-03    1.228876e-05
          20    3.875042e-03    3.962257e-03    1.250227e-05
          21    3.962250e-03    3.962256e-03    1.190692e-05
          22    3.997596e-03    3.963863e-03    1.147354e-05
          23    3.948947e-03    3.963214e-03    1.099300e-05
          24    3.886390e-03    3.960013e-03    1.099113e-05
          25    3.921850e-03    3.958487e-03    1.065696e-05
          26    3.891747e-03    3.955920e-03    1.055169e-05
          27    3.983025e-03    3.956924e-03    1.020853e-05
          28    3.939200e-03    3.956291e-03    9.863547e-06
          29    3.879386e-03    3.953639e-03    9.873483e-06
          30    3.941912e-03    3.953248e-03    9.552101e-06
