#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -4.166240e-01   -4.166240e-01    0.000000e+00
           2   -4.147480e-01   -4.156860e-01    6.632662e-04
           3   -4.181880e-01   -4.165200e-01    8.119267e-04
           4   -4.181240e-01   -4.169210e-01    7.010098e-04
           5   -4.192360e-01   -4.173840e-01    6.971375e-04
           6   -4.184080e-01   -4.175547e-01    6.014757e-04
           7   -4.169760e-01   -4.174720e-01    5.212005e-04
           8   -4.182840e-01   -4.175735e-01    4.658288e-04
           9   -4.185040e-01   -4.176769e-01    4.253887e-04
          10   -4.158880e-01   -4.174980e-01    4.187781e-04
          11   -4.187480e-01   -4.176116e-01    3.958250e-04
          12   -4.181160e-01   -4.176537e-01    3.650642e-04
          13   -4.177680e-01   -4.176625e-01    3.370883e-04
          14   -4.173160e-01   -4.176377e-01    3.139176e-04
          15   -4.184680e-01   -4.176931e-01    2.978299e-04
          16   -4.188200e-01   -4.177635e-01    2.874232e-04
          17   -4.169120e-01   -4.177134e-01    2.748457e-04
          18   -4.173000e-01   -4.176904e-01    2.605343e-04
          19   -4.179080e-01   -4.177019e-01    2.470735e-04
          20   -4.164480e-01   -4.176392e-01    2.425438e-04
          21   -4.184760e-01   -4.176790e-01    2.342445e-04
          22   -4.180360e-01   -4.176953e-01    2.241582e-04
          23   -4.156840e-01   -4.176078e-01    2.308399e-04
          24   -4.179760e-01   -4.176232e-01    2.217307e-04
          25   -4.154200e-01   -4.175350e-01    2.297078e-04
