Gen:	<L_2>
0	510.627
1	453.587
2	418.708
3	398.099
4	378.174
5	364.691
6	353.273
7	339.972
8	325.894
9	312.299
10	302.138
11	293.756
12	286.758
13	278.545
14	269.501
15	262.107
16	256.355
17	251.315
18	244.858
19	238.46
20	231.976
21	227.314
22	222.337
23	217.008
24	211.965
25	206.881
26	200.737
27	195.955
28	192.222
29	188.392
30	184.481
31	182.354
32	180.42
33	177.654
34	173.827
35	171.02
36	168.672
37	166.568
38	164.763
39	163.066
40	161.681
41	160.577
42	159.487
43	157.332
44	154.393
45	152.321
46	151.086
47	149.137
48	146.649
49	144.873
50	144.637
51	144.679
52	143.74
53	142.301
54	140.569
55	138.774
56	136.154
57	133.766
58	132.043
59	130.473
60	128.459
61	126.595
62	125.157
63	124.19
64	122.94
65	121.935
66	120.937
67	119.638
68	117.926
69	116.923
70	116.469
71	115.912
72	115.165
73	115.282
74	116.685
75	115.87
76	114.55
77	112.705
78	111.29
79	110.237
80	109.226
81	108.347
82	107.734
83	106.831
84	106.289
85	106.339
86	105.982
87	105.091
88	104.375
89	103.353
90	102.19
91	101.325
92	100.466
93	99.4895
94	98.4212
95	96.8947
96	95.8411
97	94.7748
98	93.7734
99	92.9917
100	92.2286
101	91.6513
102	91.0457
103	89.8665
104	89.1211
105	88.3804
106	87.7248
107	87.1012
108	86.4133
109	86.4496
110	86.099
111	85.783
112	85.5752
113	84.9016
114	84.5878
115	84.1897
116	84.2667
117	83.7241
118	83.8796
119	83.8192
120	83.8621
121	84.3182
122	84.3609
123	83.2923
124	82.4546
125	81.7369
126	81.2797
127	81.8114
128	81.3309
129	81.0474
130	80.8704
131	81.0482
132	81.3123
133	81.1205
134	80.3569
135	79.9249
136	79.8894
137	79.6308
138	79.3426
139	79.4244
140	79.2006
141	78.8462
142	79.0802
143	79.0986
144	78.7848
145	78.5507
146	78.4817
147	78.4743
148	78.8044
149	78.8744
150	78.333
151	77.3951
152	77.1819
153	76.9719
154	76.7024
155	76.4041
156	76.4263
157	76.059
158	75.8768
159	75.7359
160	75.6043
161	75.4326
162	75.2505
163	75.3549
164	74.7518
165	74.6462
166	74.2902
167	74.2174
168	74.2836
169	74.2239
170	74.2031
171	74.302
172	74.1297
173	74.2782
174	73.8826
175	74.4545
176	74.8036
177	74.673
178	74.0913
179	73.6424
180	74.3489
181	74.5636
182	74.3201
183	73.8297
184	73.7203
185	73.4685
186	73.5995
187	73.4098
188	73.3227
189	73.4612
190	73.2724
191	73.4838
192	74.0061
193	73.911
194	73.7636
195	73.5952
196	73.4023
197	73.1333
198	73.8489
199	74.0688
200	73.641
201	73.042
202	72.9199
203	72.6301
204	72.9549
205	72.7676
206	72.6954
207	72.6639
208	72.6553
209	72.6472
210	72.9434
211	72.8323
212	72.7586
213	72.6674
214	72.5054
215	72.6137
216	72.5596
217	72.5543
218	72.541
219	72.3898
220	72.6037
221	72.3476
222	72.4268
223	72.3027
224	72.598
225	72.572
226	72.9292
227	72.8744
228	72.7739
229	72.4985
230	72.7553
231	72.8536
232	72.8723
233	72.6224
234	72.5203
235	72.305
236	72.4884
237	72.4953
238	72.4348
239	72.4617
240	72.6559
241	72.2662
242	72.2778
243	72.4331
244	72.2735
245	72.3602
246	72.3146
247	72.3164
248	72.4026
249	72.308
250	72.1958
251	72.3259
252	72.1553
253	72.0888
254	71.8415
255	71.89
256	72.0909
257	72.3735
258	72.1914
259	72.2641
