Gen:	<L_2>
0	510.825
1	453.617
2	414.83
3	388.628
4	370.389
5	352.831
6	336.912
7	324.069
8	315.314
9	307.808
10	299.101
11	288.798
12	280.327
13	275.183
14	269.65
15	263.613
16	257.975
17	253.017
18	247.636
19	240.955
20	233.737
21	228.662
22	224.422
23	221.316
24	218.333
25	213.789
26	206.893
27	202.106
28	199.145
29	197.677
30	195.43
31	191.717
32	189.199
33	186.387
34	183.097
35	179.136
36	174.931
37	171.437
38	168.108
39	164.859
40	162.155
41	161.261
42	160.842
43	159.602
44	157.743
45	154.92
46	153.727
47	152.251
48	148.96
49	146.747
50	145.632
51	144.004
52	142.142
53	139.754
54	137.424
55	135.776
56	134.86
57	133.624
58	132.828
59	131.846
60	130.631
61	129.568
62	128.508
63	127.653
64	126.644
65	125.783
66	125.425
67	124.497
68	123.794
69	123.166
70	123.166
71	123.221
72	122.325
73	120.439
74	119.629
75	118.321
76	117.429
77	116.758
78	116.015
79	115.222
80	114.447
81	113.86
82	112.358
83	111.383
84	110.631
85	110.04
86	109.47
87	109.013
88	108.46
89	107.455
90	106.791
91	106.354
92	105.845
93	104.939
94	104.015
95	103.664
96	103.678
97	104.415
98	102.922
99	101.905
100	102.498
101	101.242
102	99.3559
103	98.6308
104	97.6317
105	96.8608
106	96.1223
107	96.0994
108	95.553
109	95.2802
110	95.2272
111	95.1742
112	95.0303
113	94.3601
114	94.1294
115	94.0952
116	93.8859
117	93.7727
118	92.8548
119	91.9036
120	90.9201
121	90.6352
122	90.0169
123	89.6898
124	89.7851
125	89.8758
126	89.6318
127	89.0002
128	88.2475
129	87.8279
130	87.9611
131	87.7362
132	87.657
133	87.4944
134	87.1092
135	86.651
136	86.6245
137	86.3181
138	85.7071
139	85.2814
140	85.2057
141	84.9227
142	84.7871
143	84.5749
144	84.7378
145	84.2088
146	83.8948
147	84.0343
148	83.6279
149	83.3385
150	82.9045
151	82.5913
152	82.526
153	82.1916
154	82.072
155	82.3298
156	82.2111
157	82.3935
158	82.2675
159	81.8063
160	81.2657
161	81.2551
162	80.9672
163	80.7447
164	80.7201
165	80.5313
166	80.4891
167	80.5925
168	80.6128
169	80.2182
170	80.0463
171	80.1195
172	79.8462
173	79.7149
174	79.6645
175	79.7909
176	79.8645
177	79.5123
178	79.3587
179	79.1394
180	79.0847
181	78.7485
182	78.748
183	78.3308
184	78.3417
185	78.1011
186	78.2238
187	78.1521
188	78.184
189	77.9913
190	78.0105
191	77.8663
192	77.8547
193	78.1992
194	78.2659
195	78.2627
196	77.9685
197	77.844
198	77.9693
199	78.181
200	78.3016
201	78.7757
202	78.4613
203	78.1293
204	77.7212
205	77.8131
206	78.1034
207	78.2778
208	77.7185
209	77.7078
210	77.8177
211	77.7845
212	77.7239
213	77.7362
214	77.5022
215	77.1785
216	77.1088
217	77.1002
218	76.8442
219	76.565
220	76.4857
221	77.0143
222	77.4091
223	76.8824
224	76.6212
225	76.7479
226	76.6558
227	76.6572
228	76.4341
229	76.5025
230	76.5232
231	76.2871
232	75.9773
233	75.6792
234	75.4682
235	75.4696
236	75.5702
237	75.31
238	75.4364
239	75.5491
240	75.8632
241	75.6796
242	75.2825
243	75.3086
244	75.3501
245	75.2654
246	75.0976
247	75.0296
248	75.0191
249	74.9996
250	75.2736
251	75.1603
252	75.0587
253	75.0488
254	75.1009
255	75.1473
256	75.2309
257	75.2266
258	75.2433
259	75.0324
260	75.1291
261	75.4534
262	75.1995
263	75.0819
264	75.2174
265	75.1738
266	74.9479
267	74.9625
268	74.9825
269	75.1472
270	74.9448
271	75.019
272	74.8079
273	74.8227
274	74.991
275	74.8211
276	74.6367
277	74.7766
278	74.7608
279	74.6695
280	74.3615
281	74.3469
282	74.6003
283	74.5201
284	74.4698
285	74.6888
286	74.5029
287	74.3996
288	74.4136
289	74.5098
290	74.2131
291	74.1818
292	73.844
293	74.0639
294	74.1524
295	73.9319
296	74.1106
297	74.1046
298	74.0311
299	74.0139
300	73.9396
301	73.5635
302	73.7211
303	74.1071
304	73.8837
305	73.8031
306	73.9184
307	73.962
308	73.5307
309	73.7222
310	73.6607
311	73.5578
312	73.5426
313	73.7427
314	73.9413
315	73.7519
316	73.7383
317	73.7334
318	73.589
319	73.7003
320	74.1774
321	73.9078
322	73.7261
323	73.6087
324	73.2647
325	72.9315
326	73.0922
327	73.151
328	73.2439
329	73.3236
330	73.3181
331	73.0224
332	73.1929
333	73.3937
334	73.2163
335	73.0864
336	73.2561
337	73.2091
338	73.3541
339	73.3468
340	73.4502
341	73.4678
342	73.081
343	73.3422
344	73.0255
345	73.3079
346	73.2611
347	73.2413
348	72.9126
349	73.5018
350	73.5276
351	73.3539
352	73.313
353	73.5411
354	73.0977
355	73.014
356	73.1732
357	73.2763
358	73.3107
359	73.0046
360	73.0731
361	72.9421
362	72.9437
363	73.4387
364	73.311
365	73.1997
366	73.1631
367	73.185
368	73.4985
369	73.4407
370	73.2363
371	73.1203
372	73.0114
373	72.9668
374	72.9312
375	73.0341
376	73.0815
377	73.3461
378	73.02
379	72.8463
380	73.082
381	73.2472
382	73.0887
383	73.0629
384	73.4074
385	73.2967
386	73.0419
387	73.3116
388	73.1837
389	73.1555
390	73.2187
391	73.1775
392	73.3194
393	73.0655
394	73.1266
395	73.2124
396	73.068
397	73.1783
398	73.2567
399	73.1198
400	73.2411
401	73.3076
402	73.5224
403	73.316
404	73.3422
405	73.162
406	73.4275
407	73.2554
408	73.1191
409	73.2113
410	73.5485
411	73.4439
412	73.6281
413	73.1874
414	73.101
415	73.2715
416	73.3944
417	73.1806
418	72.9565
419	73.025
420	73.6932
421	73.3636
422	73.5459
423	73.3939
424	73.3948
425	73.3308
426	73.3001
427	73.4209
428	73.3982
429	73.144
430	73.2288
431	73.1257
432	73.191
433	73.2992
434	73.331
435	73.163
436	73.0975
437	73.0752
438	73.105
439	73.3195
440	73.0887
441	73.1264
442	73.4041
443	73.079
444	73.2369
445	73.0911
446	73.3934
447	73.3622
448	73.428
449	73.3135
450	73.1852
451	73.2629
452	72.9749
453	73.11
454	73.1869
455	73.2204
456	73.338
457	73.2972
458	73.4471
459	73.3026
460	73.2916
461	73.1918
462	73.2263
463	73.047
464	73.045
465	72.9588
466	73.11
467	73.1365
468	73.207
469	73.2396
470	73.191
471	73.1015
472	73.2979
473	73.3831
474	73.457
475	73.3058
476	73.2775
477	73.3522
478	73.2278
479	73.0787
480	73.2059
481	72.8764
482	73.1208
483	72.9918
484	73.0938
485	73.2694
486	72.9306
487	73.1527
488	73.2325
489	73.156
490	72.9112
491	72.8243
492	73.1299
493	72.9789
494	73.3194
495	73.0848
496	73.241
497	73.0911
498	73.1853
499	72.9468
500	73.0929
501	73.1051
502	74.6056
503	75.4322
504	75.0272
505	73.6438
506	73.2931
507	72.9894
508	72.9957
509	72.7496
510	72.9674
511	72.7042
512	72.841
513	72.8808
514	72.7415
515	72.8227
516	72.9976
517	73.1234
518	72.9433
519	73.0358
520	72.8066
521	72.992
522	72.7822
523	73.1403
524	72.9539
525	72.8558
526	72.7239
527	72.909
528	72.8
529	72.9328
530	73.4245
531	72.9285
532	73.0652
533	73.1589
534	73.1104
535	73.1665
536	73.0313
537	72.8079
538	73.1844
539	73.223
540	73.1816
541	72.9322
542	72.6871
543	73.0331
544	72.9686
545	72.8418
546	72.8156
547	72.836
548	72.9289
549	73.1338
550	72.9797
551	73.013
552	73.1972
553	72.9907
554	72.9465
555	72.9408
556	73.1199
557	72.9233
558	73.0643
559	73.1401
560	73.0986
561	72.9566
562	73.1719
563	73.1453
564	72.8387
565	72.6958
566	72.9392
567	72.7957
568	72.9538
569	72.7873
570	72.7201
571	72.855
572	73.11
573	72.8565
574	72.7449
575	72.8202
576	73.014
577	72.792
578	72.7458
579	72.743
580	72.6465
581	72.7906
582	72.983
583	72.8085
584	72.8118
585	72.9553
586	72.7329
587	72.7919
588	72.6571
589	72.85
590	72.7341
591	72.6731
592	72.8891
593	73.7837
594	73.3645
595	72.6917
596	72.7695
597	72.4143
598	72.5941
599	72.4525
600	72.5754
601	72.517
602	72.5905
603	72.3097
604	72.4253
605	72.3182
606	72.368
607	72.3952
608	72.2115
609	72.1523
610	72.727
611	72.2661
612	71.9898
613	72.0032
614	72.1546
615	71.852
616	71.7006
617	71.3645
618	71.3265
619	71.3563
620	71.1143
621	71.3409
622	70.9322
623	71.0072
624	70.7925
625	70.4131
626	69.8731
627	69.7797
628	69.9004
629	69.7889
630	69.6679
631	69.4656
632	69.4429
633	69.5164
634	69.2247
635	69.316
636	69.3183
637	69.1636
638	69.3921
639	69.4022
640	69.2046
641	69.276
642	69.2082
643	69.2009
644	69.048
645	69.144
646	69.4975
647	69.2461
648	68.8978
649	69.2134
650	69.1173
651	68.957
652	68.8796
653	68.9516
654	69.1917
655	68.9621
656	68.9131
657	68.8852
658	68.6944
659	68.9019
660	69.1154
661	68.9479
662	68.9643
663	68.8929
664	68.6688
665	68.5237
666	68.6094
667	68.6488
668	68.5646
669	68.2851
670	68.499
671	68.2194
672	68.4835
673	68.7503
674	68.4166
675	68.3186
676	68.3879
677	68.4974
678	68.141
679	68.2418
680	68.4364
681	68.4994
682	68.3688
683	68.1549
684	68.5209
685	68.5005
686	68.4295
687	68.4885
688	68.5097
689	68.4044
690	68.1518
691	68.2584
692	68.4797
693	68.2827
694	68.4873
695	68.2773
696	68.5531
697	68.6848
698	68.33
699	68.4808
700	68.4211
701	68.463
702	68.3568
703	68.6026
704	68.2946
705	68.02
706	68.2974
707	68.4491
708	68.3082
709	68.4008
710	68.4562
711	68.3916
712	68.2699
713	68.2443
714	68.5724
715	68.4951
716	68.5105
717	68.7619
718	68.6725
719	68.4411
720	68.2741
721	68.3364
722	68.557
723	68.5515
724	68.4257
725	68.6674
726	68.4017
727	68.4702
728	68.3858
729	68.1638
730	68.1168
731	68.159
732	68.2484
733	68.2779
734	68.3043
735	68.5252
736	68.3986
737	68.3524
738	68.6731
739	68.566
740	68.4757
741	68.3758
742	68.1464
743	68.434
744	68.3395
745	68.2529
746	68.1514
747	68.0453
748	68.4161
749	68.2544
750	68.3315
751	68.0305
752	68.185
753	68.2054
754	68.408
755	68.2967
756	68.384
757	68.5514
758	68.3077
759	68.4497
760	68.4929
761	68.4402
762	68.3357
763	68.3003
764	68.0122
765	68.0906
766	68.3173
767	68.3561
768	68.1001
769	68.1805
770	68.105
771	68.2221
772	68.1853
773	68.2327
774	68.2896
775	68.4561
776	68.3938
777	68.2227
778	68.3042
779	68.2636
780	68.3575
781	67.9489
782	68.1189
783	68.1569
784	68.2424
785	68.2259
786	68.1545
787	68.2812
788	68.1981
789	68.1889
790	68.1327
791	68.2693
792	68.1325
793	68.0774
794	68.0192
795	68.1056
796	68.0893
797	68.1062
798	68.1759
799	68.2028
800	68.2862
801	68.4983
802	68.2361
803	68.1513
804	68.033
805	68.0802
806	67.9316
807	67.8803
808	67.6905
809	67.7504
810	67.7011
811	67.76
812	67.5207
813	67.5614
814	67.8815
815	67.8974
816	67.9
817	67.72
818	67.5805
819	67.8915
820	67.6353
821	67.6412
822	67.6272
823	67.7388
824	67.8562
825	67.8687
826	67.7962
827	67.4554
828	67.8502
829	68.0735
830	67.415
831	67.439
832	67.7285
833	67.8981
834	67.6089
835	67.4446
836	67.6894
837	67.6295
838	67.5672
839	67.5422
840	67.7542
841	67.8314
842	67.7181
843	67.5162
844	67.4674
845	67.4356
846	67.4594
847	67.762
848	67.4092
849	67.4848
850	67.8518
851	67.6072
852	67.6043
853	67.4457
854	67.7739
855	67.3315
856	67.315
857	67.4044
858	67.8034
859	67.4845
860	67.2741
861	67.2016
862	67.3119
863	67.5362
864	67.56
865	67.836
866	67.7129
867	67.1963
868	67.3922
869	67.4379
870	67.5024
871	67.5888
872	67.8142
873	67.8143
874	67.8005
875	67.3281
876	67.259
877	67.565
878	67.2238
879	67.3662
880	67.3851
881	67.4891
882	67.449
883	67.6402
884	67.6195
885	67.5941
886	67.7212
887	67.6844
888	67.5409
889	67.5225
890	67.4123
891	67.6537
892	67.5791
893	67.8454
894	67.5648
895	67.664
896	67.4754
897	67.5652
898	67.6891
899	67.5135
900	67.4169
901	67.8416
902	67.7663
903	67.4979
904	67.4614
905	67.611
906	67.9203
907	67.7906
908	67.8307
909	67.5212
910	67.4758
911	67.5327
912	67.4667
913	67.4375
914	67.6565
915	67.7072
916	67.7346
917	67.559
918	67.4334
919	67.5975
920	67.4301
921	67.4859
922	67.4727
923	67.4956
924	67.7217
925	67.6191
926	67.6609
927	67.5196
928	67.6892
929	67.7463
930	67.5184
931	67.6648
932	67.4551
933	67.4702
934	67.4746
935	67.6953
936	67.6161
937	67.5146
938	67.4678
939	67.4295
940	67.5447
941	67.6854
942	67.5198
943	67.5119
944	67.5264
945	67.486
946	67.4725
947	67.6528
948	67.6428
949	67.7914
950	67.4772
951	67.6997
952	67.5773
953	67.6308
954	67.6673
955	67.7135
956	67.5179
957	67.8144
958	67.8438
959	67.6339
960	67.5912
961	67.5726
962	67.3827
963	67.4798
964	67.2697
965	67.5338
966	67.4768
967	67.6693
968	67.7462
969	67.764
970	67.822
971	67.5582
972	67.4746
973	67.4912
974	67.6521
975	67.8013
976	67.4025
977	67.7555
978	67.2728
979	67.405
980	67.5367
981	67.5778
982	67.5467
983	67.3721
984	67.4565
985	67.5967
986	68.0191
987	67.6742
988	67.4
989	67.1505
990	67.3455
991	67.5155
992	67.5835
993	67.54
994	67.4696
995	67.6608
996	67.5054
997	67.5754
998	67.5451
999	67.6322
1000	67.8448
1001	67.6063
1002	67.5247
1003	67.7241
1004	67.7685
1005	67.3095
1006	67.2192
1007	67.2421
1008	67.5821
1009	67.524
1010	67.7416
1011	67.6343
1012	67.6984
1013	67.4332
1014	67.4726
1015	67.6821
1016	67.6195
1017	67.5103
1018	67.5478
1019	67.5955
1020	67.4205
1021	67.5339
1022	67.5497
1023	67.3956
1024	67.4999
1025	67.6328
1026	67.4311
1027	67.2626
1028	67.4666
1029	67.8658
1030	67.724
1031	67.5984
1032	67.5223
1033	67.5448
1034	67.5372
1035	67.3896
1036	67.634
1037	67.5074
1038	67.5437
1039	67.7293
1040	67.6242
1041	67.466
1042	67.6712
1043	67.9944
1044	67.7291
1045	67.5178
1046	67.5001
1047	67.7239
1048	67.4724
1049	67.4656
1050	67.4543
1051	67.6974
1052	67.7746
1053	67.6303
1054	67.6715
1055	67.6223
1056	67.4845
1057	67.6659
1058	67.4258
1059	67.5982
1060	67.4346
1061	67.515
1062	67.4456
1063	67.6583
1064	67.5362
1065	67.7331
1066	67.5773
1067	67.6243
1068	67.5432
1069	67.3807
1070	67.5203
1071	67.3807
1072	67.359
1073	67.5449
1074	67.6281
1075	67.4198
1076	67.2493
1077	67.6411
1078	67.4789
1079	67.2491
1080	67.692
1081	67.8356
1082	67.5931
1083	67.5078
1084	67.317
1085	67.6319
1086	67.5324
1087	67.5847
1088	67.5
1089	67.531
1090	67.3631
1091	67.226
1092	67.2727
1093	67.3496
1094	67.3217
1095	67.4702
1096	67.6252
1097	67.465
1098	67.4264
1099	67.4177
1100	67.7982
1101	67.6053
1102	67.7266
1103	67.3196
1104	67.4488
1105	67.4444
1106	67.478
1107	67.4511
1108	67.527
1109	67.7957
1110	67.674
1111	67.4489
1112	67.6864
1113	67.5399
1114	67.4699
1115	67.7465
1116	67.4937
1117	67.5429
1118	67.4973
1119	67.7913
1120	67.7578
1121	67.6357
1122	67.4994
1123	67.7929
1124	67.7001
1125	67.885
1126	67.4935
1127	67.5559
1128	67.3033
1129	67.5384
1130	67.7033
1131	67.5083
1132	67.3869
1133	67.4918
1134	67.7536
1135	67.7235
1136	67.2456
1137	67.5084
1138	67.3853
1139	67.4318
1140	67.5137
1141	67.566
1142	67.5805
1143	67.5391
1144	67.6145
1145	67.5907
1146	67.3085
1147	67.5823
1148	67.9032
1149	67.4582
1150	67.5836
1151	67.6008
1152	67.4776
1153	67.4015
1154	67.3468
1155	67.5599
1156	67.3388
1157	67.5229
1158	67.4929
1159	67.6271
1160	67.7067
1161	67.3638
1162	67.5671
1163	67.5004
1164	67.5849
1165	67.7236
1166	67.5653
1167	67.494
1168	67.7223
1169	67.5757
1170	67.7128
1171	67.6387
1172	67.442
1173	67.3542
1174	67.6277
1175	67.7188
1176	67.7752
1177	67.4407
1178	67.4803
1179	67.58
1180	67.4077
1181	67.4709
1182	67.5616
1183	67.6108
1184	67.2718
1185	67.4584
1186	67.6229
1187	67.506
1188	67.3489
1189	67.5839
1190	67.5929
1191	67.7959
1192	67.5447
1193	67.3757
1194	67.2898
1195	67.5168
1196	67.4374
1197	67.4705
1198	67.6164
1199	67.5945
1200	67.5309
1201	67.4543
1202	67.4994
1203	67.5495
1204	67.4108
1205	67.5188
1206	67.5591
1207	67.583
1208	67.2997
1209	67.5284
1210	67.4891
1211	67.6513
1212	67.6584
1213	67.6773
1214	67.4295
1215	67.4674
1216	67.4044
1217	67.5891
1218	67.7032
1219	67.5281
1220	67.377
1221	67.6871
1222	67.4474
1223	67.5565
1224	67.5437
1225	67.4955
1226	67.4291
1227	67.6497
1228	67.6299
1229	67.4214
1230	67.421
1231	67.5348
1232	67.4511
1233	67.4526
1234	67.4034
1235	67.5344
1236	67.3043
1237	67.4562
1238	67.5164
1239	67.4204
1240	67.4315
1241	67.6223
