Gen:	L_2
1	391.877
2	378.067
3	361.022
4	350.714
5	335.929
6	329.086
7	321.154
8	312.066
9	307.519
10	296.501
11	290.427
12	285.721
13	267.364
14	264.02
15	256.716
16	252.74
17	247.96
18	242.054
19	235.913
20	229.308
21	224.629
22	220.791
23	217.457
24	213.345
25	207.971
26	198.273
27	193.561
28	186.21
29	183.422
30	180.718
31	177.733
32	175.092
33	173.772
34	168.688
35	166.891
36	162.321
37	160.238
38	158.62
39	157.049
40	154.688
41	153.338
42	150.018
43	148.668
44	146.381
45	143.87
46	140.748
47	138.582
48	137.831
49	137.16
50	135.021
51	133.789
52	132.127
53	130.383
54	130.383
55	128.949
56	127.858
57	126.407
58	124.371
59	123.774
60	122.569
61	121.758
62	121.395
63	120.565
64	119.19
65	118.403
66	118.178
67	116.865
68	115.435
69	114.408
70	113.855
71	113.127
72	112.681
73	112.681
74	111.356
75	110.823
76	110.755
77	109.411
78	108.82
79	108.077
80	107.603
81	106.752
82	106.152
83	105.055
84	104.455
85	103.63
86	102.955
87	102.188
88	101.49
89	100.571
90	99.5781
91	99.4513
92	98.9712
93	98.0584
94	97.8851
95	97.1189
96	97.1189
97	96.6371
98	96.2648
99	95.9056
100	95.7973
101	95.39
102	94.9432
103	94.4158
104	94.4158
105	93.7398
106	93.4919
107	92.9216
108	92.4848
109	92.2493
110	92.0177
111	91.759
112	91.3885
113	91.1298
114	90.6227
115	90.5653
116	90.3088
117	89.9479
118	89.634
119	89.4942
120	89.4942
121	89.3391
122	88.8143
123	88.3996
124	88.1048
125	86.8204
126	86.8204
127	86.8146
128	86.8146
129	86.8146
130	86.5297
131	86.5297
132	86.0568
133	86.0568
134	85.4074
135	85.4074
136	85.4074
137	85.3285
138	85.2613
139	85.0495
140	84.8049
141	84.8049
142	84.659
143	83.8568
144	83.4662
145	83.2769
146	83.2769
147	83.0013
148	83.0013
149	82.6876
150	82.6774
151	82.6774
152	82.6774
153	82.6774
154	82.2976
155	82.0321
156	82.0321
157	82.0321
158	81.9434
159	81.9434
160	81.9434
161	81.882
162	81.616
163	81.558
164	81.551
165	81.2898
166	80.6905
167	80.4224
168	80.4224
169	79.887
170	79.887
171	79.6598
172	79.5787
173	79.4748
174	79.3937
175	79.3937
176	79.2429
177	79.1618
178	79.0134
179	79.0134
180	79.0134
181	79.0134
182	79.0134
183	79.0134
184	79.0087
185	78.8473
186	78.8473
187	78.236
188	78.0698
189	78.0698
190	78.0366
191	78.0366
192	77.4939
193	77.4939
194	77.3626
195	77.2162
196	77.2162
197	77.2162
198	77.2162
199	77.2162
200	77.2162
201	77.2162
202	77.1961
203	77.0849
204	77.0647
205	77.0647
206	77.0647
207	77.0647
208	77.0647
209	77.0647
210	76.5218
211	76.5218
212	76.5218
213	76.5218
214	76.5218
215	76.5218
216	76.5218
217	76.5218
218	76.5218
219	76.5218
220	76.5218
221	76.5218
222	76.5218
223	76.3062
224	76.288
225	76.288
226	76.288
227	76.288
228	76.288
229	76.094
230	76.094
231	76.0242
232	75.6498
233	75.6498
234	75.6498
235	75.6498
236	75.6498
237	75.6498
238	75.6498
239	75.6498
240	75.6498
241	75.6498
242	75.6498
243	75.6498
244	75.6498
245	75.4445
246	75.4445
247	75.4445
248	75.4445
249	75.4445
250	75.4445
251	75.4445
252	75.4445
253	75.4445
254	75.4445
255	75.4445
256	75.4445
257	75.4445
258	75.4445
259	75.3495
260	75.3495
261	75.3495
262	75.3495
263	75.3495
264	75.3495
265	75.3495
266	75.3495
267	75.3495
268	75.3495
269	75.3495
270	75.3495
271	75.3495
272	75.3495
273	75.3495
274	75.3495
275	75.3495
276	75.3495
277	75.3495
278	75.3495
279	75.3495
280	75.3495
281	75.3495
282	75.3495
283	75.3495
284	75.3495
285	75.3495
286	75.3495
287	75.3495
288	75.3495
289	75.3495
290	75.3495
291	75.3495
292	75.3495
293	75.3495
294	75.3495
295	75.3495
296	75.3495
297	75.3495
298	75.3495
299	75.3495
300	75.3495
301	75.3495
302	75.3495
303	75.3495
304	75.3495
305	75.3495
306	75.3495
307	75.3495
308	75.3495
309	75.3495
310	75.3495
311	75.3495
312	75.3495
313	75.3495
314	75.3495
315	75.3495
316	75.3495
317	75.3495
318	75.3495
319	75.3495
320	75.3431
321	75.3431
322	75.3431
323	75.3431
324	75.3431
325	75.3431
326	75.3431
327	75.3431
328	75.3431
329	75.3431
330	75.3431
331	75.3431
332	75.3431
333	75.1672
334	75.1672
335	75.1672
336	75.1672
337	75.1672
338	75.1672
339	75.1672
340	75.1672
341	75.1672
342	75.1672
343	75.1672
344	75.1672
345	75.1672
346	75.1672
347	75.1672
348	75.1672
349	75.1672
350	75.1672
351	75.1672
352	75.1672
353	75.1672
354	75.1672
355	75.0844
356	75.0791
357	75.0791
358	75.0791
359	75.0791
360	75.0791
361	75.0791
362	75.0791
363	75.0791
364	75.0791
365	75.0791
366	75.0791
367	75.0791
368	75.0791
369	75.0791
370	75.0791
371	75.0791
372	75.0791
373	75.0791
374	75.0791
375	75.0791
376	75.0791
377	75.0791
378	75.0791
379	75.0791
380	75.0791
381	75.0791
382	75.0791
383	75.0791
384	75.0791
385	75.0791
386	75.0791
387	75.0791
388	75.0791
389	75.0791
390	75.0791
391	75.0791
392	75.0791
393	75.0791
394	75.0791
395	75.0791
396	75.0791
397	75.0791
398	75.0791
399	75.0791
400	74.8603
401	74.8603
402	74.8603
403	74.8603
404	74.8603
405	74.8603
406	74.8603
407	74.8603
408	74.8603
409	74.8603
410	74.8603
411	74.8603
412	74.8603
413	74.8603
414	74.8172
415	74.1071
416	74.1071
417	74.1071
418	74.1071
419	74.1071
