Gen:	<L_2>
0	510.345
1	454.713
2	421.241
3	399.177
4	383.25
5	368.915
6	354.733
7	342.29
8	332.9
9	321.601
10	309.73
11	299.559
12	289.02
13	280.906
14	275.175
15	267.88
16	259.975
17	253.135
18	245.764
19	238.761
20	233.079
21	227.372
22	221.131
23	216.775
24	212.771
25	208.484
26	206.115
27	203.865
28	200.095
29	197.148
30	193.908
31	191.645
32	188.426
33	185.632
34	181.178
35	177.509
36	175.082
37	173.198
38	170.229
39	167.613
40	164.434
41	161.477
42	160.682
43	160.022
44	157.778
45	155.755
46	153.505
47	151.387
48	149.963
49	148.57
50	145.574
51	143.453
52	141.855
53	139.43
54	136.792
55	135.007
56	132.969
57	130.843
58	128.812
59	127.446
60	126.625
61	126.319
62	126.052
63	124.569
64	122.923
65	121.079
66	119.634
67	118.078
68	117.163
69	116.292
70	115.182
71	114.128
72	112.94
73	112.389
74	111.375
75	110.779
76	110.144
77	109.668
78	109.265
79	108.526
80	108.9
81	108.868
82	107.918
83	106.041
84	104.809
85	103.675
86	102.535
87	101.771
88	101.307
89	101.086
90	100.329
91	99.2735
92	98.8933
93	98.9485
94	98.6054
95	98.1993
96	97.7269
97	97.0899
98	96.1515
99	95.7325
100	95.2039
101	94.5889
102	94.3522
103	94.0376
104	93.4911
105	93.272
106	92.8637
107	92.1146
108	91.4616
109	90.7679
110	90.1838
111	89.6972
112	90.2857
113	90.8778
114	90.666
115	89.7449
116	88.3006
117	87.4003
118	87.0463
119	86.7369
120	86.0624
121	86.0274
122	85.5906
123	84.994
124	84.6635
125	84.6031
126	85.2588
127	85.5446
128	84.9017
129	83.8871
130	83.7222
131	83.1877
132	82.69
133	82.5103
134	82.0054
135	81.5515
136	81.586
137	81.6724
138	81.3791
139	81.1033
140	80.794
141	80.4139
142	80.0234
143	79.6942
144	79.3319
145	78.7934
146	78.4373
147	78.3098
148	78.3568
149	78.1022
150	78.0705
151	78.178
152	77.9748
153	77.7268
154	77.3517
155	77.2517
156	77.0295
157	76.6022
158	76.6083
159	76.7903
160	76.5201
161	76.2906
162	76.1583
163	76.0201
164	76.052
165	76.0753
166	75.9194
167	75.5351
168	75.6876
169	75.6343
170	75.8229
171	75.5221
172	75.3751
173	75.2483
174	75.4565
175	75.6989
176	75.7832
177	75.6493
178	75.6159
179	75.4833
180	75.6472
181	75.5351
182	75.7138
183	75.7436
184	75.7954
185	75.6808
186	75.2045
187	75.1851
188	75.1874
189	75.2655
190	75.2049
191	75.2258
192	75.1169
193	75.412
194	75.3555
195	75.617
196	75.3138
197	75.6969
198	76.0126
199	75.9307
200	75.3426
201	75.2633
202	75.3627
203	75.497
204	75.0129
205	75.0501
206	74.9751
207	75.0296
208	75.4373
209	75.0039
210	75.1142
211	74.9529
212	74.7237
213	74.9766
214	75.0597
215	75.3368
216	75.2778
217	75.0937
218	75.1015
219	75.0114
220	74.9808
221	75.1686
222	75.2104
223	74.8899
224	74.989
225	74.5268
226	74.6565
227	74.6048
228	74.9303
229	75.6058
230	74.9862
231	74.5643
232	74.5083
233	74.3669
234	74.3232
235	74.1535
236	74.435
237	74.7902
238	74.3903
239	74.1601
240	73.9831
241	73.9783
242	73.7862
243	73.5556
244	73.3383
245	73.3194
246	73.1757
247	73.1555
248	72.9789
249	72.9281
250	72.7649
251	72.8705
252	72.8626
253	72.9885
254	72.8094
255	72.9028
256	72.9594
257	72.9219
258	72.813
259	72.9522
260	72.8709
261	73.0222
262	72.8803
263	73.1871
264	72.9128
265	72.909
266	72.8086
267	72.9948
268	73.0125
269	73.0364
270	72.9808
271	73.1876
272	72.9204
273	72.9
274	72.9881
275	72.8909
276	73.0194
277	72.9067
278	72.7432
279	72.7037
280	72.6853
281	72.9213
282	72.7223
283	72.8475
284	73.0887
285	72.6848
286	72.8279
287	72.7447
288	72.9245
289	72.8461
290	72.5005
291	72.8154
292	72.5518
293	72.7843
294	72.7534
295	72.869
296	72.8681
297	73.1252
298	73.119
299	72.7631
300	72.9235
301	72.9181
302	72.8093
303	72.7762
304	72.5858
305	72.6882
306	72.541
307	72.5239
308	72.5502
309	72.8355
310	72.8311
311	72.913
312	72.6409
313	72.6121
314	72.4949
315	72.7429
316	72.7919
317	72.5678
318	72.6454
319	72.7779
320	72.9182
321	72.8492
322	73.1007
323	72.8171
324	72.8521
325	72.964
326	72.7294
327	72.5493
328	72.9387
329	72.7124
330	72.5278
331	72.7868
332	72.8046
333	72.6117
334	72.3139
335	72.3842
336	72.5108
337	72.84
338	72.5755
339	72.8973
340	72.5933
341	72.628
342	72.5279
343	72.5181
344	72.4732
345	72.4801
346	72.4526
347	72.6638
348	73.0108
349	72.8471
350	72.8965
351	72.6337
352	72.6142
353	72.5738
354	72.5891
355	72.6268
356	72.5618
357	72.5013
358	72.3547
359	72.2806
360	72.3397
361	72.1875
362	72.3087
363	72.3605
364	71.9316
365	72.1806
366	72.0276
367	72.0409
368	72.0505
369	72.0768
370	72.2136
371	72.2221
372	72.1696
373	72.2386
374	71.926
375	71.9246
376	71.866
377	71.8688
378	72.0668
379	72.0357
380	71.766
381	71.8425
382	71.8421
383	72.13
384	72.1508
385	71.8394
386	72.1323
387	71.9036
388	72.2097
389	72.3159
390	72.0427
391	71.9153
392	71.8629
393	71.793
394	71.5241
395	71.747
396	71.8144
397	71.5324
398	71.4144
399	71.3512
400	71.2837
401	71.4797
402	71.4633
403	71.368
404	71.4924
405	71.8818
406	71.936
407	71.5144
408	71.7164
409	71.793
410	71.3821
411	71.229
412	71.5698
413	71.7166
414	71.2349
415	71.2521
416	71.2704
417	71.359
418	71.5728
419	71.361
420	71.6972
421	71.4334
422	71.4146
423	71.1838
424	70.9077
425	70.8479
426	70.8382
427	70.9282
428	70.986
429	70.9053
430	71.1362
431	70.714
432	70.9194
433	71.0834
434	70.9202
435	70.8514
436	70.7137
437	70.7022
438	70.8934
439	70.8181
440	70.8989
441	70.9138
442	70.68
443	70.7884
444	70.628
445	71.0282
446	70.736
447	70.8469
448	70.9064
449	70.8417
450	71.1019
451	71.0257
452	70.9742
453	70.8736
454	70.9125
455	70.6075
456	70.7751
457	71.0405
458	71.0698
459	70.7957
460	70.8174
461	71.0331
462	70.9989
463	70.7351
464	70.5637
465	71.2218
466	70.8098
467	70.8031
468	70.6254
469	70.7899
470	71.026
471	70.8284
472	70.8491
473	70.741
474	70.8598
475	71.0378
476	71.2546
477	71.0396
478	70.7564
479	70.9541
480	70.5919
481	70.8427
482	70.9118
483	70.873
484	70.6868
485	70.5228
486	70.4734
487	70.575
488	70.4105
489	70.4844
490	70.3768
491	70.2653
492	70.5114
493	70.6059
494	70.5897
495	70.3986
496	70.48
497	70.5767
498	70.7286
499	70.4264
500	70.434
501	70.4036
502	70.2258
503	70.3651
504	70.3531
505	70.4758
506	70.2287
507	70.5805
508	70.1817
509	70.5592
510	70.5795
511	70.6869
512	70.6249
513	70.5894
514	70.763
515	70.6866
516	70.4556
517	70.2359
518	70.1632
519	70.3459
520	70.8287
521	70.6674
522	70.426
523	70.3798
524	70.3095
525	70.6224
526	70.2496
527	70.483
528	70.6196
529	70.5995
530	70.8728
531	70.6867
532	70.5672
533	70.249
534	70.5532
535	70.444
536	70.4016
537	70.3913
538	70.2463
539	70.3647
540	70.4582
541	70.4346
542	70.243
543	70.4876
544	70.6884
545	70.3203
546	70.1416
547	70.5454
548	70.3214
549	70.3659
550	70.684
551	70.3843
552	70.7535
553	70.555
554	70.5696
555	70.4669
556	70.5792
557	70.5035
558	70.2208
559	69.6112
560	69.6875
561	69.8146
562	69.7779
563	69.4537
564	69.6881
565	69.4527
566	69.4315
567	69.3476
568	69.2088
569	69.2857
570	69.1713
571	69.1238
572	69.1157
573	69.1991
574	69.2038
575	69.1423
576	69.4427
577	69.3115
578	69.3941
579	69.3914
580	69.3543
581	69.029
582	68.8195
583	68.5444
584	68.5822
585	68.4856
586	68.4029
587	68.3893
588	68.3248
589	68.3782
590	68.2597
591	68.3224
592	68.1179
593	68.2417
594	68.2358
595	68.2767
596	68.2777
597	68.3002
598	68.0311
599	68.1242
600	68.0914
601	68.2352
602	68.5999
603	68.558
604	68.1829
605	68.4995
606	68.4692
607	68.1511
608	68.1795
609	68.1583
610	68.2733
611	67.8978
612	68.0168
613	68.1899
614	68.1208
615	68.0583
616	67.9566
617	67.9592
618	68.1265
619	67.9453
620	68.2786
621	68.076
622	68.2483
623	68.2674
