Gen:	L_2
1	401.205
2	381.431
3	369.576
4	359.3
5	344.279
6	337.228
7	329.276
8	310.821
9	302.183
10	297.726
11	281.641
12	273.686
13	265.986
14	262.268
15	258.396
16	256.254
17	249.243
18	242.01
19	239.662
20	234.005
21	228.663
22	225.528
23	222.737
24	219.403
25	215.74
26	208.701
27	205.806
28	200.872
29	193.92
30	191.79
31	184.634
32	178.957
33	176.162
34	172.957
35	170.151
36	167.13
37	164.188
38	160.948
39	158.778
40	156.188
41	152.735
42	151.88
43	150.316
44	147.375
45	146.05
46	145.575
47	144.721
48	143.493
49	141.849
50	139.2
51	138.662
52	137.534
53	135.299
54	133.68
55	132.781
56	130.134
57	126.549
58	126.05
59	124.456
60	124.231
61	123.026
62	122.204
63	121.353
64	119.746
65	119.405
66	118.636
67	117.969
68	117.613
69	117.613
70	116.92
71	116.809
72	115.168
73	114.363
74	113.163
75	111.986
76	111.119
77	110.346
78	109.831
79	107.566
80	107.302
81	106.954
82	106.307
83	106.103
84	105.837
85	105.202
86	104.905
87	104.209
88	103.623
89	103.211
90	102.458
91	101.823
92	101.308
93	99.9811
94	99.9811
95	99.326
96	98.8281
97	98.7047
98	98.1903
99	98.067
100	96.4834
101	95.5032
102	95.3144
103	95.0095
104	94.8208
105	94.4315
106	94.1707
107	93.4996
108	92.5423
109	92.5161
110	92.5161
111	92.3128
112	91.9785
113	91.9785
114	91.3962
115	91.3962
116	90.9337
117	90.4024
118	90.1968
119	89.7209
120	89.1458
121	88.7593
122	88.1118
123	87.7983
124	86.7644
125	86.2821
126	85.819
127	85.819
128	85.8102
129	85.2331
130	85.0502
131	85.0502
132	84.6492
133	84.6492
134	84.394
135	84.394
136	84.394
137	84.0963
138	83.7788
139	83.691
140	83.6273
141	82.8176
142	82.7538
143	82.6633
144	82.5805
145	82.5167
146	82.5167
147	82.1561
148	81.9221
149	81.6126
150	81.6126
151	81.5945
152	81.1089
153	80.9688
154	80.9507
155	80.5304
156	80.3902
157	80.3902
158	80.3902
159	80.2248
160	80.1763
161	79.6468
162	79.4329
163	79.4329
164	79.4329
165	79.4329
166	79.3501
167	79.012
168	79.012
169	79.012
170	78.6452
171	78.6141
172	77.8363
173	77.8274
174	77.7935
175	77.7935
176	77.4584
177	77.2318
178	77.2318
179	77.2318
180	77.2236
181	77.2236
182	77.2236
183	77.2236
184	77.2236
185	77.2236
186	77.0634
187	76.7721
188	76.7721
189	76.7721
190	76.7721
191	76.7721
192	76.7721
193	76.7721
194	76.7721
195	76.6501
196	76.6501
197	76.5765
198	76.5765
199	76.5765
200	76.5765
201	76.5765
202	76.5765
203	76.5765
204	76.5765
205	76.5765
206	76.5765
207	76.5765
208	76.5765
209	76.5765
210	76.5765
211	76.5765
212	76.5765
213	76.5765
214	76.5765
215	76.5765
216	76.5242
217	76.1598
218	76.1598
219	76.1598
220	76.1598
221	76.1598
222	76.1598
223	76.1598
224	76.1598
225	76.1598
226	76.1598
227	76.1598
228	76.1598
229	76.1598
230	76.1598
231	76.1598
232	76.1598
233	76.1598
234	76.1047
235	76.1047
236	76.0662
237	74.9499
238	74.6062
239	73.4899
240	73.4899
241	73.415
242	73.415
243	73.415
244	73.415
245	73.415
246	73.415
247	73.415
248	73.415
249	73.415
250	72.8805
251	72.8805
252	72.8805
253	72.7803
254	72.7803
255	72.7803
256	72.7803
257	72.7803
258	72.7803
259	72.7803
260	72.7803
261	72.7803
262	72.7803
263	72.6955
264	72.6148
265	72.53
266	72.53
267	72.53
268	72.53
269	72.53
270	72.53
271	72.53
272	72.53
273	72.53
274	72.53
275	72.53
276	72.53
277	72.53
278	72.53
279	72.53
280	72.53
281	72.53
282	72.53
283	72.53
284	72.53
285	72.53
286	72.53
287	72.53
288	72.53
289	72.53
290	72.53
291	72.53
292	72.53
293	72.53
294	72.53
295	72.53
296	72.53
297	72.53
298	72.53
299	72.53
300	72.53
301	72.53
302	72.53
303	72.53
304	72.5225
305	72.3391
306	72.3391
307	72.0522
308	72.0522
309	72.0522
310	72.0522
311	72.0522
312	72.0522
313	72.0522
314	72.0522
315	72.0522
